     sec               kgf         kgf/mm2              mm               %          Spare1          Spare2
==========================================================================================================
   0.010	     0.001	     0.000	     0.025	     0.100	   0.00000	   0.00000
   0.015	     0.001	     0.000	     0.000	     0.000	   0.00000	   0.00000
   0.020	     0.002	     0.000	     0.005	     0.020	   0.00000	   0.00000
   0.030	     0.003	     0.000	     0.010	     0.040	   0.00000	   0.00000
   0.040	     0.007	     0.001	     0.020	     0.080	   0.00000	   0.00000
   0.050	     0.011	     0.002	     0.025	     0.100	   0.00000	   0.00000
   0.055	     0.012	     0.002	     0.000	     0.000	   0.00000	   0.00000
   0.060	     0.014	     0.002	     0.025	     0.100	   0.00000	   0.00000
   0.065	     0.016	     0.002	     0.000	     0.000	   0.00000	   0.00000
   0.070	     0.019	     0.003	     0.025	     0.100	   0.00000	   0.00000
   0.080	     0.023	     0.003	     0.000	     0.000	   0.00000	   0.00000
   0.090	     0.029	     0.004	     0.025	     0.100	   0.00000	   0.00000
   0.095	     0.031	     0.004	     0.075	     0.301	   0.00000	   0.00000
   0.105	     0.036	     0.005	     0.100	     0.401	   0.00000	   0.00000
   0.110	     0.038	     0.005	     0.125	     0.501	   0.00000	   0.00000
   0.120	     0.045	     0.006	     0.175	     0.702	   0.00000	   0.00000
   0.130	     0.050	     0.007	     0.188	     0.752	   0.00000	   0.00000
   0.145	     0.060	     0.009	     0.251	     1.003	   0.00000	   0.00000
   0.150	     0.065	     0.009	     0.263	     1.053	   0.00000	   0.00000
   0.160	     0.070	     0.010	     0.276	     1.103	   0.00000	   0.00000
   0.170	     0.078	     0.011	     0.326	     1.304	   0.00000	   0.00000
   0.175	     0.081	     0.012	     0.351	     1.404	   0.00000	   0.00000
   0.190	     0.089	     0.013	     0.401	     1.604	   0.00000	   0.00000
   0.195	     0.094	     0.014	     0.426	     1.705	   0.00000	   0.00000
   0.205	     0.100	     0.014	     0.451	     1.805	   0.00000	   0.00000
   0.210	     0.103	     0.015	     0.476	     1.905	   0.00000	   0.00000
   0.220	     0.111	     0.016	     0.526	     2.106	   0.00000	   0.00000
   0.225	     0.114	     0.016	     0.501	     2.005	   0.00000	   0.00000
   0.230	     0.119	     0.017	     0.526	     2.106	   0.00000	   0.00000
   0.235	     0.122	     0.018	     0.551	     2.206	   0.00000	   0.00000
   0.240	     0.125	     0.018	     0.577	     2.306	   0.00000	   0.00000
   0.250	     0.134	     0.019	     0.602	     2.406	   0.00000	   0.00000
   0.255	     0.136	     0.020	     0.652	     2.607	   0.00000	   0.00000
   0.260	     0.139	     0.020	     0.664	     2.657	   0.00000	   0.00000
   0.265	     0.142	     0.020	     0.677	     2.707	   0.00000	   0.00000
   0.270	     0.148	     0.021	     0.714	     2.858	   0.00000	   0.00000
   0.285	     0.156	     0.022	     0.752	     3.008	   0.00000	   0.00000
   0.290	     0.159	     0.023	     0.777	     3.108	   0.00000	   0.00000
   0.295	     0.165	     0.024	     0.802	     3.209	   0.00000	   0.00000
   0.310	     0.176	     0.025	     0.852	     3.409	   0.00000	   0.00000
   0.315	     0.178	     0.026	     0.865	     3.459	   0.00000	   0.00000
   0.320	     0.181	     0.026	     0.877	     3.509	   0.00000	   0.00000
   0.325	     0.184	     0.026	     0.902	     3.610	   0.00000	   0.00000
   0.330	     0.189	     0.027	     0.953	     3.810	   0.00000	   0.00000
   0.345	     0.197	     0.028	     1.003	     4.011	   0.00000	   0.00000
   0.350	     0.200	     0.029	     1.015	     4.061	   0.00000	   0.00000
   0.355	     0.205	     0.030	     1.053	     4.211	   0.00000	   0.00000
   0.370	     0.216	     0.031	     1.103	     4.412	   0.00000	   0.00000
   0.380	     0.222	     0.032	     1.128	     4.512	   0.00000	   0.00000
   0.385	     0.224	     0.032	     1.153	     4.612	   0.00000	   0.00000
   0.390	     0.227	     0.033	     1.178	     4.713	   0.00000	   0.00000
   0.410	     0.240	     0.034	     1.253	     5.014	   0.00000	   0.00000
   0.415	     0.245	     0.035	     1.316	     5.264	   0.00000	   0.00000
   0.420	     0.248	     0.036	     1.329	     5.314	   0.00000	   0.00000
   0.430	     0.255	     0.037	     1.379	     5.515	   0.00000	   0.00000
   0.440	     0.260	     0.037	     1.429	     5.715	   0.00000	   0.00000
   0.445	     0.263	     0.038	     1.441	     5.766	   0.00000	   0.00000
   0.450	     0.265	     0.038	     1.454	     5.816	   0.00000	   0.00000
   0.470	     0.277	     0.040	     1.529	     6.117	   0.00000	   0.00000
   0.475	     0.282	     0.040	     1.567	     6.267	   0.00000	   0.00000
   0.480	     0.284	     0.041	     1.579	     6.317	   0.00000	   0.00000
   0.490	     0.291	     0.042	     1.604	     6.417	   0.00000	   0.00000
   0.505	     0.298	     0.043	     1.680	     6.718	   0.00000	   0.00000
   0.510	     0.300	     0.043	     1.705	     6.818	   0.00000	   0.00000
   0.515	     0.305	     0.044	     1.730	     6.919	   0.00000	   0.00000
   0.520	     0.307	     0.044	     1.755	     7.019	   0.00000	   0.00000
   0.525	     0.310	     0.044	     1.767	     7.069	   0.00000	   0.00000
   0.530	     0.312	     0.045	     1.780	     7.119	   0.00000	   0.00000
   0.550	     0.325	     0.047	     1.855	     7.420	   0.00000	   0.00000
   0.565	     0.332	     0.048	     1.905	     7.621	   0.00000	   0.00000
   0.570	     0.334	     0.048	     1.930	     7.721	   0.00000	   0.00000
   0.575	     0.339	     0.049	     1.980	     7.921	   0.00000	   0.00000
   0.580	     0.341	     0.049	     1.993	     7.972	   0.00000	   0.00000
   0.585	     0.343	     0.049	     2.005	     8.022	   0.00000	   0.00000
   0.590	     0.345	     0.050	     2.030	     8.122	   0.00000	   0.00000
   0.610	     0.357	     0.051	     2.106	     8.423	   0.00000	   0.00000
   0.630	     0.366	     0.053	     2.181	     8.724	   0.00000	   0.00000
   0.635	     0.370	     0.053	     2.218	     8.874	   0.00000	   0.00000
   0.640	     0.372	     0.053	     2.231	     8.924	   0.00000	   0.00000
   0.645	     0.374	     0.054	     2.256	     9.024	   0.00000	   0.00000
   0.650	     0.376	     0.054	     2.281	     9.125	   0.00000	   0.00000
   0.655	     0.380	     0.055	     2.331	     9.325	   0.00000	   0.00000
   0.670	     0.388	     0.056	     2.356	     9.425	   0.00000	   0.00000
   0.690	     0.396	     0.057	     2.432	     9.726	   0.00000	   0.00000
   0.695	     0.400	     0.057	     2.507	    10.027	   0.00000	   0.00000
   0.700	     0.402	     0.058	     2.519	    10.077	   0.00000	   0.00000
   0.705	     0.404	     0.058	     2.532	    10.127	   0.00000	   0.00000
   0.710	     0.405	     0.058	     2.557	    10.228	   0.00000	   0.00000
   0.715	     0.409	     0.059	     2.582	    10.328	   0.00000	   0.00000
   0.730	     0.417	     0.060	     2.632	    10.528	   0.00000	   0.00000
   0.750	     0.426	     0.061	     2.707	    10.829	   0.00000	   0.00000
   0.755	     0.428	     0.061	     2.732	    10.930	   0.00000	   0.00000
   0.760	     0.429	     0.062	     2.757	    11.030	   0.00000	   0.00000
   0.765	     0.431	     0.062	     2.783	    11.130	   0.00000	   0.00000
   0.770	     0.433	     0.062	     2.808	    11.230	   0.00000	   0.00000
